Category ID,Parent ID,Category Name,Category Path,MAIN CATEGORY
541,416,Printers,Computers > Printers,
27,13,Printers & Accessories,Photography > Printers & Accessories,
2722,2719,Printing Supplies,Office Supplies > Printing Supplies,
107,35,Pro Video Tripods,Professional Video > General Video Accessories > Pro Video Tripods,
795,780,Product Replacement Plans,Service Contracts > Product Replacement Plans,
18,0,Professional Audio,Professional Audio,
100,15,Professional Camcorders,Professional Video > Professional Camcorders,
1036,946,Professional Lenses,Lenses > Professional Lenses,
15,0,Professional Video,Professional Video,
109,35,Professional Video Bags & Cases,Professional Video > General Video Accessories > Professional Video Bags & Cases,
588,582,Projection HDTVs,Televisions > Projection HDTVs,
858,780,Projector,Service Contracts > Projector,
1159,43,Projector Accessories,Projectors > Projector Screens & Accessories > Projector Accessories,
854,43,Projector Cables,Projectors > Projector Screens & Accessories > Projector Cables,
1107,17,Projector Kits,Projectors > Projector Kits,
136,43,Projector Lenses,Projectors > Projector Screens & Accessories > Projector Lenses,
399,43,Projector Mounts,Projectors > Projector Screens & Accessories > Projector Mounts,
135,43,Projector Screens,Projectors > Projector Screens & Accessories > Projector Screens,
126,40,Projector Screens & Accessories,Deleted Category (40) > Projector Screens & Accessories,
43,17,Projector Screens & Accessories,Projectors > Projector Screens & Accessories,
17,0,Projectors,Projectors,
1421,1418,Vinotemp Insulation,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Insulation,
1422,1418,Vinotemp Lighting,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Lighting,
2537,2526,Protection Guards,Outdoor Living > Sporting Goods > Baseball and Softball Equipment > Protection Guards,
1423,1418,Vinotemp Locks,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Locks,
1647,1311,Pub Lamps,Home Furnishing > Lighting > Lamps > Pub Lamps,
2576,2543,Pucks and Balls,Outdoor Living > Sporting Goods > Hockey Equipment > Pucks and Balls,
2355,2343,Pull Up and Push Up Bars,Health and Fitness Equipment > Fitness Accessories > Pull Up and Push Up Bars,
1899,1682,Punching Bags,Health and Fitness Equipment > Strength Training > Punching Bags,
1672,1418,Vinotemp Other Accessories,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Other Accessories,
1973,1967,Quivers,Outdoor Living > Sporting Goods > Archery > Quivers,
1158,18,Rack Cases,Professional Audio > Rack Cases,
1409,18,Rack Mount Lighting,Professional Audio > Rack Mount Lighting,
820,809,Rack Mount Up To 21 inches,Televisions > Mounts & Stands > Mounts > Up To 21 in. Mounts > Rack Mount Up To 21 inches,
1408,18,Rack Mounts,Professional Audio > Rack Mounts,
1098,893,Radar,Outdoor Living > Boating > Radar,
699,20,Radar Detectors,Electronics > Radar Detectors,
1663,1418,Vinotemp Pour Options,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Pour Options,
1664,1212,Radiators,Home Furnishing > Radiators,
502,19,Radio,Satellite Systems > Radio,
659,658,Radio Accessories,Electronics > 2-Way Radio > Radio Accessories,
860,658,Radios,Electronics > 2-Way Radio > Radios,
899,893,Radios,Outdoor Living > Boating > Radios,
1089,893,Rafts,Outdoor Living > Boating > Rafts,
1665,1418,Vinotemp Power Cord Locations,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Power Cord Locations,
1424,1418,Vinotemp Racking Configurations,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Racking Configurations,
1425,1418,Vinotemp Racking Style,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Racking Style,
1670,1418,Vinotemp Remote Call Features,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Remote Call Features,
1669,1418,Vinotemp Reusable Condenser Air Filters,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Reusable Condenser Air Filters,
1666,1418,Vinotemp Supply Grille Directions,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Vinotemp Supply Grille Directions,
1434,1418,Wine Cellar Doors,Appliances > Refrigeration > Wine Coolers > Wine Cooler Accessories > Wine Cellar Doors,
928,548,Refrigerator Accessories,Appliances > Refrigerator Accessories,
2744,928,Bottom Door Panels,Appliances > Refrigerator Accessories > Bottom Door Panels,
1243,928,Door Handles,Appliances > Refrigerator Accessories > Door Handles,
1242,928,Door Panels,Appliances > Refrigerator Accessories > Door Panels,
2602,928,Drawer Panels,Appliances > Refrigerator Accessories > Drawer Panels,
1244,928,General Refrigerator Accessories,Appliances > Refrigerator Accessories > General Refrigerator Accessories,
2509,928,Grille Color Options,Appliances > Refrigerator Accessories > Grille Color Options,
1092,417,Rangefinders,Binoculars & Optics > Rangefinders,
1435,928,Ice Maker Accessories,Appliances > Refrigerator Accessories > Ice Maker Accessories,
2077,2076,Reach-In Refrigerators,Commercial Equipment > Commercial Refrigerators > Reach-In Refrigerators,
1186,1174,Rear View Cameras,Electronics > Car Audio/Video > Car Video > Rear View Cameras,
1191,1184,Rear View Monitors,Electronics > Car Audio/Video > Car Video > Car Monitors > Rear View Monitors,
2601,928,Joiner Kits,Appliances > Refrigerator Accessories > Joiner Kits,
1464,1294,Recliners,Home Furnishing > Chairs > Recliners,
45,18,Recorders & Players,Professional Audio > Recorders & Players,
2344,1196,Recovery and Support,Health and Fitness Equipment > Recovery and Support,
2743,928,Middle Door Panels,Appliances > Refrigerator Accessories > Middle Door Panels,
1522,928,Optional Ice Makers,Appliances > Refrigerator Accessories > Optional Ice Makers,
2417,928,Refrigerator Color Options,Appliances > Refrigerator Accessories > Refrigerator Color Options,
1246,928,Refrigerator Filters,Appliances > Refrigerator Accessories > Refrigerator Filters,
2436,928,Refrigerator Grilles,Appliances > Refrigerator Accessories > Refrigerator Grilles,
1436,928,Remote Condenser Units,Appliances > Refrigerator Accessories > Remote Condenser Units,
2658,928,Tinted Windows,Appliances > Refrigerator Accessories > Tinted Windows,
1245,928,Toekicks,Appliances > Refrigerator Accessories > Toekicks,
2742,928,Top Door Panels,Appliances > Refrigerator Accessories > Top Door Panels,
1247,928,Trim Kits,Appliances > Refrigerator Accessories > Trim Kits,
2085,2076,Refrigerator Parts and Accessories,Commercial Equipment > Commercial Refrigerators > Refrigerator Parts and Accessories,
2497,548,Snow Melting,Appliances > Snow Melting,
2379,632,Regulator Kits,Outdoor Living > Grill Accessories > Regulator Kits,
2491,2297,Religious Decor,Home Furnishing > Home Decor > Religious Decor,
702,548,Trash Compactor,Appliances > Trash Compactor,
1260,1254,Remote Controls,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Remote Controls,
130,41,Remote Controls,Home Theater > Home Theater Accessories > Remote Controls,
255,252,Remote Controls,Photography > Cameras & Accessories > Point and Shoot Cameras > 35mm Systems > Point & Shoot Cameras > Accessories > Remote Controls,
352,24,Remote Controls,Photography > Cameras & Accessories > Remote Controls,
231,43,Remote Controls,Projectors > Projector Screens & Accessories > Remote Controls,
309,308,Remote Controls (Wired),Photography > Cameras & Accessories > Point and Shoot Cameras > 35mm Systems > Body & Lens Accessories > Camera Body Accessories > Remote Controls (Wired),
639,632,Replacement Burners,Outdoor Living > Grill Accessories > Replacement Burners,
640,632,Replacement Parts,Outdoor Living > Grill Accessories > Replacement Parts,
1206,416,Replicators / Docking Stations,Computers > Replicators / Docking Stations,
1725,1254,Required Ornamental Insets,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Required Ornamental Insets,
2047,1797,Restaurant Furniture,Commercial Equipment > Restaurant Furniture,
2049,2047,Restaurant Table Bases,Commercial Equipment > Restaurant Furniture > Restaurant Table Bases,
2048,2047,Restaurant Table Tops,Commercial Equipment > Restaurant Furniture > Restaurant Table Tops,
2624,2047,Restaurant Tables,Commercial Equipment > Restaurant Furniture > Restaurant Tables,
2451,548,Trash Compactor Door Panels,Appliances > Trash Compactor Door Panels,
2654,1476,Ride-On Vehicles,Toys and Games > Ride-On Vehicles,
1386,1254,Riser Kits,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Riser Kits,
2450,548,Trash Compactor Toe Kicks,Appliances > Trash Compactor Toe Kicks,
1460,1294,Rocking Chairs,Home Furnishing > Chairs > Rocking Chairs,
1108,893,Rod Holders,Outdoor Living > Boating > Rod Holders,
1925,1580,Rollators,Medical Care > Rollators,
2644,2125,Roll-In Freezers,Commercial Equipment > Commercial Freezers > Roll-In Freezers,
2642,2076,Roll-In Refrigerators,Commercial Equipment > Commercial Refrigerators > Roll-In Refrigerators,
2645,2125,Roll-Thru Freezers,Commercial Equipment > Commercial Freezers > Roll-Thru Freezers,
2643,2076,Roll-Thru Refrigerators,Commercial Equipment > Commercial Refrigerators > Roll-Thru Refrigerators,
2507,548,Vacuum Sealing Drawers,Appliances > Vacuum Sealing Drawers,
1784,2297,Room Dividers,Home Furnishing > Home Decor > Room Dividers,
824,814,Rotating Mounts 22 To 36 inches,Televisions > Mounts & Stands > Mounts > 22 in. to 36 in. Mounts > Rotating Mounts 22 To 36 inches,
828,815,Rotating Mounts 37 Inches and Up,Televisions > Mounts & Stands > Mounts > 37 in. and Up Mounts > Rotating Mounts 37 Inches and Up,
818,809,Rotating Mounts Up To 21 inches,Televisions > Mounts & Stands > Mounts > Up To 21 in. Mounts > Rotating Mounts Up To 21 inches,
1545,632,Rotisseries,Outdoor Living > Grill Accessories > Rotisseries,
1787,2341,Rowing Machines,Health and Fitness Equipment > Cardio Equipment > Rowing Machines,
1359,2297,Rugs,Home Furnishing > Home Decor > Rugs,
2429,2425,Safe Boxes,Home Furnishing > Storage > Safes > Safe Boxes,
2425,2299,Safes,Home Furnishing > Storage > Safes,
563,548,Vacuums & Floor Care,Appliances > Vacuums & Floor Care,
2363,632,Salamander Grills,Outdoor Living > Grill Accessories > Salamander Grills,
1537,1484,Sandbox Accessories,Baby Products > Sandbox Accessories,
1536,1484,Sandboxes,Baby Products > Sandboxes,
573,563,Extended Service Plans,Appliances > Vacuums & Floor Care > Extended Service Plans,
1063,893,Satellite,Outdoor Living > Boating > Satellite,
1144,1138,Satellite Speakers,Home Theater > Speakers > Satellite Speakers,
19,0,Satellite Systems,Satellite Systems,
1720,1212,Saunas,Home Furnishing > Saunas,
572,563,Vacuum Accessories,Appliances > Vacuums & Floor Care > Vacuum Accessories,
28,13,Scanners & Accessories,Photography > Scanners & Accessories,
2060,0,School Equipment,School Equipment,
1317,2244,Sconces,Home Furnishing > Lighting > Wall Lights > Sconces,
1910,1580,Scooter Accessories,Medical Care > Scooter Accessories,
1582,1580,Scooters,Medical Care > Scooters,
1686,1476,Scooters,Toys and Games > Scooters,
1381,1254,Screens,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Screens,
1097,893,Searchlights and Strobe Lights,Outdoor Living > Boating > Searchlights and Strobe Lights,
2009,1294,Seat Covers,Home Furnishing > Chairs > Seat Covers,
1285,1357,Sectional Sofas,Home Furnishing > Living Room Furniture > Sofas > Sectional Sofas,
650,0,Security and Defense,Deleted Category (99999) > Deleted Category (641) > Security and Defense,
1154,833,Security Camera Housing and Accessories,Professional Video > Home/Network Surveillance > Security Camera Housing and Accessories,
1151,833,Security Cameras,Professional Video > Home/Network Surveillance > Security Cameras,
1155,833,Security Licenses,Professional Video > Home/Network Surveillance > Security Licenses,
1152,833,Security Monitors,Professional Video > Home/Network Surveillance > Security Monitors,
1990,2425,Security Safes,Home Furnishing > Storage > Safes > Security Safes,
1230,563,Vacuums,Appliances > Vacuums & Floor Care > Vacuums,
1100,893,Sensors,Outdoor Living > Boating > Sensors,
923,416,Servers,Computers > Servers,
2272,2263,Servers,Home Furnishing > Kitchen and Dining Room Furniture > Servers,
780,0,Service Contracts,Service Contracts,
2501,2298,Serving Carts,Home Furnishing > Dining Room Furniture > Serving Carts,
566,1230,Canister Vacuums,Appliances > Vacuums & Floor Care > Vacuums > Canister Vacuums,
1110,1230,Carpet Steamers,Appliances > Vacuums & Floor Care > Vacuums > Carpet Steamers,
2733,2721,Sheet Protectors,Office Supplies > Filing Supplies > Sheet Protectors,
1388,1254,Shelves,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Shelves,
1389,2299,Shelves,Home Furnishing > Storage > Shelves,
2608,0,Shipping Material,Shipping Material,
1517,2299,Shoe Racks,Home Furnishing > Storage > Shoe Racks,
2591,2588,Shot Put,Outdoor Living > Sporting Goods > Track and Field > Shot Put,
1239,2467,Shower Accessories,Plumbing > Showers > Shower Accessories,
1989,2467,Shower Arms,Plumbing > Showers > Shower Arms,
1614,2467,Shower Backwalls,Plumbing > Showers > Shower Backwalls,
1615,2467,Shower Bases,Plumbing > Showers > Shower Bases,
1631,1320,Shower Baskets,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Shower Baskets,
2741,2467,Shower Catridges,Plumbing > Showers > Shower Catridges,
1616,2467,Shower Columns,Plumbing > Showers > Shower Columns,
1640,1320,Shower Curtains,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Shower Curtains,
1617,2467,Shower Doors,Plumbing > Showers > Shower Doors,
1414,2467,Shower Enclosures,Plumbing > Showers > Shower Enclosures,
1238,2467,Shower Heads,Plumbing > Showers > Shower Heads,
1657,1320,Shower Mats,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Shower Mats,
2468,2467,Shower Sets,Plumbing > Showers > Shower Sets,
2467,2296,Showers,Plumbing > Showers,
1162,911,Shredders,Office Furniture > Shredders,
1716,1350,Shuffleboard Tables,Home Furnishing > Tables > Game Tables > Shuffleboard Tables,
2561,2558,Shuttlecocks,Outdoor Living > Sporting Goods > Badminton Equipment > Shuttlecocks,
1544,632,Side Burners,Outdoor Living > Grill Accessories > Side Burners,
569,1230,Central Vacuums,Appliances > Vacuums & Floor Care > Vacuums > Central Vacuums,
1569,1352,Siderails,Home Furnishing > Bedroom Furniture > Bed Accessories > Siderails,
273,18,Signal Processors,Professional Audio > Signal Processors,
2554,2297,Signs and Plaques,Home Furnishing > Home Decor > Signs and Plaques,
568,1230,Extractor,Appliances > Vacuums & Floor Care > Vacuums > Extractor,
871,1230,Floor Scrubbers and Polishers,Appliances > Vacuums & Floor Care > Vacuums > Floor Scrubbers and Polishers,
1218,842,Sink Accessories,Plumbing > Sinks and Faucets > Sink Accessories,
1337,842,Sink Vanities,Plumbing > Sinks and Faucets > Sink Vanities,
1216,842,Sinks,Plumbing > Sinks and Faucets > Sinks,
842,2296,Sinks and Faucets,Plumbing > Sinks and Faucets,
504,502,Sirius Radio,Satellite Systems > Radio > Sirius Radio,
1789,1350,Skeeball Tables,Home Furnishing > Tables > Game Tables > Skeeball Tables,
2729,2720,Sketch Pads,Office Supplies > Writing Supplies > Sketch Pads,
565,1230,Lightweight Vacuums,Appliances > Vacuums & Floor Care > Vacuums > Lightweight Vacuums,
570,1230,Portable Vacuums,Appliances > Vacuums & Floor Care > Vacuums > Portable Vacuums,
925,1230,Robotic Vacuums,Appliances > Vacuums & Floor Care > Vacuums > Robotic Vacuums,
567,1230,Upright Vacuums,Appliances > Vacuums & Floor Care > Vacuums > Upright Vacuums,
2295,548,Wardrobe Steamers,Appliances > Wardrobe Steamers,
669,548,Washers and Dryers,Appliances > Washers and Dryers,
1085,24,SLR Cameras,Photography > Cameras & Accessories > SLR Cameras,
58,1085,SLR Cameras,Photography > Cameras & Accessories > SLR Cameras > SLR Cameras,
954,946,SLR Lenses,Lenses > SLR Lenses,
801,669,Dryers,Appliances > Washers and Dryers > Dryers,
1009,801,Electric Dryers,Appliances > Washers and Dryers > Dryers > Electric Dryers,
1008,801,Gas Dryers,Appliances > Washers and Dryers > Dryers > Gas Dryers,
1222,669,Laundry Centers,Appliances > Washers and Dryers > Laundry Centers,
994,669,Laundry Pedestals,Appliances > Washers and Dryers > Laundry Pedestals,
1555,632,Smoker Boxes,Outdoor Living > Grill Accessories > Smoker Boxes,
628,625,Smokers,Outdoor Living > Smokers,
1514,1274,Snack Tables,Home Furnishing > Tables > Snack Tables,
1930,625,Snow Blower Accessories,Outdoor Living > Snow Blower Accessories,
840,625,Snow Blowers,Outdoor Living > Snow Blowers,
1410,669,Laundry Towers,Appliances > Washers and Dryers > Laundry Towers,
1928,625,Snow Removal Tools,Outdoor Living > Snow Removal Tools,
1625,1320,Soap Dishes,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Soap Dishes,
1626,1320,Soap Dispensers,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Soap Dispensers,
2542,2539,Soccer Accessories,Outdoor Living > Sporting Goods > Soccer Equipment > Soccer Accessories,
2541,2539,Soccer Balls,Outdoor Living > Sporting Goods > Soccer Equipment > Soccer Balls,
2539,1939,Soccer Equipment,Outdoor Living > Sporting Goods > Soccer Equipment,
2540,2539,Soccer Goals and Nets,Outdoor Living > Sporting Goods > Soccer Equipment > Soccer Goals and Nets,
1697,1559,Sofa Accessories,Home Furnishing > Living Room Furniture > Sofa Accessories,
1286,1357,Sofa Beds,Home Furnishing > Living Room Furniture > Sofas > Sofa Beds,
1349,1274,Sofa Tables,Home Furnishing > Tables > Sofa Tables,
1357,1559,Sofas,Home Furnishing > Living Room Furniture > Sofas,
29,13,Software for Digital Photography,Photography > Software for Digital Photography,
2460,625,Solar Panels,Outdoor Living > Solar Panels,
895,779,Sonar,Outdoor Living > Boating > Navigation > Sonar,
263,25,Sony 3.5 CD ROM's,Photography > Memory Cards & Card Readers > Sony 3.5 CD ROM's,
280,273,Sound Enhancers / Exciters,Professional Audio > Signal Processors > Sound Enhancers / Exciters,
2326,2168,Soup Kettles,Commercial Equipment > Commercial Food Display and Merchandising > Soup Kettles,
2384,1839,Southbend Gas Options,Commercial Equipment > Commercial Cooking Equipment > Southbend Gas Options,
2461,625,Spa Accessories,Outdoor Living > Spa Accessories,
837,41,Speaker Accessories,Home Theater > Home Theater Accessories > Speaker Accessories,
1199,1138,Speaker Systems,Home Theater > Speakers > Speaker Systems,
1138,16,Speakers,Home Theater > Speakers,
293,18,Speakers,Professional Audio > Speakers,
2089,1839,Special Cooking Equipment,Commercial Equipment > Deleted Category (2074) > Special Cooking Equipment,
959,958,Specialized Hard Cases,Bags and Cases > Specialized Hard Cases,
1058,690,Specialty Cables and Connectors,Home Theater > Home Theater Accessories > Audio & Video Cables > Specialty Cables and Connectors,
955,946,Specified Lenses for Canon,Lenses > Specified Lenses for Canon,
947,946,Specified Lenses for Nikon,Lenses > Specified Lenses for Nikon,
982,946,Specified Lenses for Pentax,Lenses > Specified Lenses for Pentax,
971,946,Specified Lenses for Sony/Minolta,Lenses > Specified Lenses for Sony/Minolta,
935,669,Washer and Dryer Kits,Appliances > Washers and Dryers > Washer and Dryer Kits,
2673,2660,Spindles,Hardware > Door Hardware > Spindles,
802,669,Washer/Dryer Combos,Appliances > Washers and Dryers > Washer/Dryer Combos,
2570,1939,Sporting Accessories,Outdoor Living > Sporting Goods > Sporting Accessories,
2571,1939,Sporting Apparel,Outdoor Living > Sporting Goods > Sporting Apparel,
1939,625,Sporting Goods,Outdoor Living > Sporting Goods,
1094,417,Spotting Scopes,Binoculars & Optics > Spotting Scopes,
2739,2723,Stamps,Office Supplies > Office Stationary > Stamps,
1125,982,Standard Zoom,Lenses > Specified Lenses for Pentax > Standard Zoom,
1117,971,Standard Zoom,Lenses > Specified Lenses for Sony/Minolta > Standard Zoom,
1054,293,Stands,Professional Audio > Speakers > Stands,
807,590,Stands,Televisions > Mounts & Stands > Stands,
1207,416,Stands and Stations,Computers > Stands and Stations,
2604,1571,Stationary Bed Frames,Home Furnishing > Bedroom Furniture > Bed Accessories > Bed Foundations > Stationary Bed Frames,
2407,1357,Stationary Sofas,Home Furnishing > Living Room Furniture > Sofas > Stationary Sofas,
1603,625,Statues,Outdoor Living > Statues,
1722,842,Steam Generators,Plumbing > Sinks and Faucets > Steam Generators,
2517,2467,Steam Showers,Plumbing > Showers > Steam Showers,
800,669,Washers,Appliances > Washers and Dryers > Washers,
211,204,Step Rings,Photography > Cameras & Accessories > Adaptors & Filters > Filters > Step Rings,
2415,2414,Step Stools,Home Furnishing > Stools > Step Stools,
1961,1958,Step-Over Dummies,Outdoor Living > Sporting Goods > Training Dummies > Step-Over Dummies,
2414,1212,Stools,Home Furnishing > Stools,
1757,1484,Storage,Baby Products > Storage,
2299,1212,Storage,Home Furnishing > Storage,
2666,2660,Storage and Organization,Hardware > Door Hardware > Storage and Organization,
1547,632,Storage Drawers,Outdoor Living > Grill Accessories > Storage Drawers,
1326,1254,Stove Inserts,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Stove Inserts,
1265,1254,Stove Top Insets,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Stove Top Insets,
1768,2418,Stoves,Home Furnishing > Hearth > Stoves,
1682,1196,Strength Training,Health and Fitness Equipment > Strength Training,
2357,2344,Stretch Benches,Health and Fitness Equipment > Recovery and Support > Stretch Benches,
2670,2660,Strike Plates,Hardware > Door Hardware > Strike Plates,
1499,1484,Stroller Accessories,Baby Products > Stroller Accessories,
1485,1484,Strollers,Baby Products > Strollers,
296,293,Subwoofer,Professional Audio > Speakers > Subwoofer,
1924,1580,Suction Machines,Medical Care > Suction Machines,
1991,2299,Suitcases,Home Furnishing > Storage > Suitcases,
1871,1866,Sun Umbrella Compatibility,Outdoor Living > Outdoor Kitchen Accessories > Sun Umbrella Compatibility,
652,0,Sunglasses,Deleted Category (99999) > Deleted Category (641) > Sunglasses,
1390,1254,Surround Kits,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Surround Kits,
2648,2081,Sushi Cases,Commercial Equipment > Commercial Refrigerators > Display and Merchandising Refrigerators > Sushi Cases,
1457,1332,Swings,Outdoor Living > Patio and Lawn Furniture > Swings,
821,809,Swivel Mounts Up To 21 inches,Televisions > Mounts & Stands > Mounts > Up To 21 in. Mounts > Swivel Mounts Up To 21 inches,
1344,1274,Table Accessories,Home Furnishing > Tables > Table Accessories,
1466,1311,Table Lamps,Home Furnishing > Lighting > Lamps > Table Lamps,
2402,2297,Table Linens,Home Furnishing > Home Decor > Table Linens,
1940,1939,Table Tennis Accessories,Outdoor Living > Sporting Goods > Table Tennis Accessories,
1942,1940,Table Tennis Balls,Outdoor Living > Sporting Goods > Table Tennis Accessories > Table Tennis Balls,
1945,1940,Table Tennis Conversion Tops,Outdoor Living > Sporting Goods > Table Tennis Accessories > Table Tennis Conversion Tops,
1944,1940,Table Tennis Covers,Outdoor Living > Sporting Goods > Table Tennis Accessories > Table Tennis Covers,
1943,1940,Table Tennis Nets,Outdoor Living > Sporting Goods > Table Tennis Accessories > Table Tennis Nets,
1941,1940,Table Tennis Rackets,Outdoor Living > Sporting Goods > Table Tennis Accessories > Table Tennis Rackets,
1788,1350,Table Tennis Tables,Home Furnishing > Tables > Game Tables > Table Tennis Tables,
1274,1212,Tables,Home Furnishing > Tables,
910,416,Tablet PC,Computers > Tablet PC,
1959,1958,Tackling Dummies,Outdoor Living > Sporting Goods > Training Dummies > Tackling Dummies,
99,35,Tapes and Digital Media,Professional Video > General Video Accessories > Tapes and Digital Media,
197,84,Tapes and Media,Consumer Video > Camcorders & Accessories > Camcorder Accessories > Tapes and Media,
86,31,"Tapes, Digital Media & Accessories","Deleted Category (31) > Tapes, Digital Media & Accessories",
1972,1967,Targets,Outdoor Living > Sporting Goods > Archery > Targets,
1121,971,Tele-Conversion,Lenses > Specified Lenses for Sony/Minolta > Tele-Conversion,
794,780,Telephone,Service Contracts > Telephone,
655,538,Telephone Accessories,Telephones & Communications > Telephone Accessories,
1509,2297,Telephone Stands,Home Furnishing > Home Decor > Telephone Stands,
538,0,Telephones & Communications,Telephones & Communications,
968,955,Telephoto,Lenses > Specified Lenses for Canon > Telephoto,
1124,982,Telephoto,Lenses > Specified Lenses for Pentax > Telephoto,
1116,971,Telephoto,Lenses > Specified Lenses for Sony/Minolta > Telephoto,
949,946,Telephoto for Camera/ Camcorder,Lenses > Telephoto for Camera/ Camcorder,
951,947,Telephoto Zoom,Lenses > Specified Lenses for Nikon > Telephoto Zoom,
1051,417,Telescopes,Binoculars & Optics > Telescopes,
790,780,Television,Service Contracts > Television,
1043,582,Television Antennas,Televisions > Television Antennas,
1137,582,Television Packages,Televisions > Television Packages,
582,0,Televisions,Televisions,
2586,2582,Tennis Balls,Outdoor Living > Sporting Goods > Tennis Equipment > Tennis Balls,
2582,1939,Tennis Equipment,Outdoor Living > Sporting Goods > Tennis Equipment,
2584,2582,Tennis Nets,Outdoor Living > Sporting Goods > Tennis Equipment > Tennis Nets,
2587,2582,Tennis Rackets,Outdoor Living > Sporting Goods > Tennis Equipment > Tennis Rackets,
2585,2582,Tennis Sets,Outdoor Living > Sporting Goods > Tennis Equipment > Tennis Sets,
1923,1920,Tens Units,Medical Care > Electrotherapy > Tens Units,
1156,625,Tents,Outdoor Living > Tents,
701,548,Water Dispenser,Appliances > Water Dispenser,
1745,1744,Thermometers,Baby Products > Baby Care > Thermometers,
2555,2297,Thermometers,Home Furnishing > Home Decor > Thermometers,
1261,1254,Thermostats,Home Furnishing > Hearth > Fireplace/Gas Stove Accessories > Thermostats,
2340,548,Water Dispenser Accessories,Appliances > Water Dispenser Accessories,
1992,1212,Tiles,Home Furnishing > Tiles,
823,814,Tilting Mounts 22 To 36 inches,Televisions > Mounts & Stands > Mounts > 22 in. to 36 in. Mounts > Tilting Mounts 22 To 36 inches,
827,815,Tilting Mounts 37 Inches and Up,Televisions > Mounts & Stands > Mounts > 37 in. and Up Mounts > Tilting Mounts 37 Inches and Up,
817,809,Tilting Mounts Up To 21 inches,Televisions > Mounts & Stands > Mounts > Up To 21 in. Mounts > Tilting Mounts Up To 21 inches,
1508,548,Water Dispenser Tank Systems,Appliances > Water Dispenser Tank Systems,
2011,20,Tire Covers,Electronics > Tire Covers,
1639,1320,Tissue Box Covers,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Tissue Box Covers,
666,38,TiVo,Home Theater > DVD Players and VCRs > TiVo,
1418,548,Wine Cooler Accessories,Appliances > Wine Cooler Accessories,
2035,1797,Small Commercial Appliances,Commercial Equipment > Small Commercial Appliances,
1534,1476,Toddler Toys,Toys and Games > Toddler Toys,
2042,2035,Commercial Blenders,Commercial Equipment > Small Commercial Appliances > Commercial Blenders,
2036,2035,Commercial Bone Saws,Commercial Equipment > Small Commercial Appliances > Commercial Bone Saws,
1325,2296,Toilet Accessories,Plumbing > Toilet Accessories,
1627,1320,Toilet Brushes,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Toilet Brushes,
1629,1320,Toilet Paper Holders,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Toilet Paper Holders,
1282,2296,Toilets,Plumbing > Toilets,
1997,2299,Tool Chests,Home Furnishing > Storage > Tool Chests,
920,653,Tools,Deleted Category (99999) > Deleted Category (641) > Tools and Hardware > Tools,
1082,20,Tools,Electronics > Tools,
653,0,Tools and Hardware,Deleted Category (99999) > Deleted Category (641) > Tools and Hardware,
1624,1320,Toothbrush Holders,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Toothbrush Holders,
2037,2035,Commercial Food Processors,Commercial Equipment > Small Commercial Appliances > Commercial Food Processors,
2038,2035,Commercial Ice Baggers,Commercial Equipment > Small Commercial Appliances > Commercial Ice Baggers,
2420,2418,Torches,Home Furnishing > Hearth > Torches,
2374,1212,Tornado Shelters,Home Furnishing > Tornado Shelters,
2528,2526,Toss Machine,Outdoor Living > Sporting Goods > Baseball and Softball Equipment > Toss Machine,
2627,2625,Totes and Carriers,Outdoor Living > Picnic > Totes and Carriers,
1623,1320,Towel Bars,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Towel Bars,
1632,1320,Towel Racks,Home Furnishing > Bathroom Furniture > Bathroom Accessories > Towel Racks,
